,courier_id,check_in_time,location_time,fraud_timing,position_latitude,position_longitude,prev_location_time,seconds_time,dist_km,speed_kph
87,166194876,2024-03-03 09:58:11.264000+00:00,2024-03-03 09:49:28.538000+00:00,before_check_in,36.8191467,10.1909631,2024-03-03 09:49:08.178000+00:00,20.36,1.34,237.09
88,166194876,2024-03-03 09:58:11.264000+00:00,2024-03-03 09:51:31.406000+00:00,before_check_in,36.8263577,10.2041228,2024-03-03 09:51:11.186000+00:00,20.22,0.92,163.91
89,162589701,2024-03-03 23:02:56.139000+00:00,2024-03-03 23:05:55.432000+00:00,after_check_in,36.8793841,10.185389,2024-03-03 23:05:44.273000+00:00,11.159,0.54,174.45
90,151382562,2024-03-04 17:51:56.297000+00:00,2024-03-04 18:30:23.115000+00:00,after_check_in,36.8576279,10.2667308,2024-03-04 18:30:09.647000+00:00,13.468,0.56,150.63
91,161759620,2024-03-05 17:08:37.446000+00:00,2024-03-05 17:16:17.415000+00:00,after_check_in,36.8606209,10.2939865,2024-03-05 17:15:53.969000+00:00,23.446,1.12,172.41
92,166195564,2024-03-05 17:10:28.442000+00:00,2024-03-05 17:36:59.210000+00:00,after_check_in,36.8504425,10.1704317,2024-03-05 17:36:45.120000+00:00,14.09,1.24,316.65
93,152419133,2024-03-06 09:38:15.365000+00:00,2024-03-06 09:30:07.127000+00:00,before_check_in,36.7445046,10.2643361,2024-03-06 09:29:56.466000+00:00,10.661,0.69,233.29
94,152419133,2024-03-06 09:38:15.365000+00:00,2024-03-06 09:34:21.288000+00:00,before_check_in,36.7400334,10.2777152,2024-03-06 09:34:10.157000+00:00,11.131,1.29,417.73
95,163909066,2024-03-06 11:07:01.743000+00:00,2024-03-06 11:04:10.793000+00:00,before_check_in,36.8342246,10.2229342,2024-03-06 11:03:55.431000+00:00,15.362,3.18,746.34
96,163909066,2024-03-06 11:07:01.743000+00:00,2024-03-06 12:05:01.457000+00:00,after_check_in,36.853557,10.2580321,2024-03-06 12:04:36.731000+00:00,24.726,2.54,370.15
97,144610490,2024-03-06 11:54:36.388000+00:00,2024-03-06 12:04:54.178000+00:00,after_check_in,36.8583157,10.1892195,2024-03-06 12:04:36.270000+00:00,17.908,0.86,172.2
98,166436087,2024-03-07 13:21:14.503000+00:00,2024-03-07 14:09:22.501000+00:00,after_check_in,36.8458861,10.2589098,2024-03-07 14:09:02.095000+00:00,20.406,1.07,188.22
99,165740240,2024-03-07 16:58:02.421000+00:00,2024-03-07 17:53:41.972000+00:00,after_check_in,36.8190541,10.184807,2024-03-07 17:53:21.754000+00:00,20.218,1.35,240.08
100,165740240,2024-03-07 16:58:02.421000+00:00,2024-03-07 17:53:52.139000+00:00,after_check_in,36.8251885,10.175514,2024-03-07 17:53:41.972000+00:00,10.167,1.07,379.66
101,160302444,2024-03-01 10:38:52.334000+00:00,2024-03-01 11:30:57.099000+00:00,after_check_in,36.8681147,10.323633,2024-03-01 11:30:40.283000+00:00,16.816,1.53,327.26
102,149580145,2024-03-01 15:53:19.457000+00:00,2024-03-01 15:52:59.161000+00:00,before_check_in,36.84963036834506,10.205914230230322,2024-03-01 15:52:48.708000+00:00,10.453,0.98,338.53
103,151784249,2024-03-02 17:01:03.897000+00:00,2024-03-02 17:00:59.105000+00:00,before_check_in,36.854571,10.1620488,2024-03-02 17:00:48.787000+00:00,10.318,3.25,1134.2
104,166156110,2024-03-03 10:44:11.940000+00:00,2024-03-03 10:40:02.550000+00:00,before_check_in,36.8445781,10.1846475,2024-03-03 10:39:43.363000+00:00,19.187,0.95,177.55
105,166156110,2024-03-03 10:44:11.940000+00:00,2024-03-03 10:40:24.557000+00:00,before_check_in,36.837873,10.1884509,2024-03-03 10:40:13.991000+00:00,10.566,0.82,278.98
106,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 16:51:20.132000+00:00,before_check_in,36.798572,10.1051897,2024-03-03 16:51:01.968000+00:00,18.164,1.06,210.02
107,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 16:56:34.696000+00:00,before_check_in,36.8004293,10.1236821,2024-03-03 16:56:23.497000+00:00,11.199,0.84,269.79
108,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 16:56:45.488000+00:00,before_check_in,36.805895,10.1292937,2024-03-03 16:56:34.696000+00:00,10.792,0.79,262.43
109,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 16:59:29.687000+00:00,after_check_in,36.8064943,10.1451357,2024-03-03 16:59:17.759000+00:00,11.928,1.02,306.54
110,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 16:59:41.655000+00:00,after_check_in,36.8069368,10.1339468,2024-03-03 16:59:29.687000+00:00,11.968,1.0,300.05
111,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 17:00:33.628000+00:00,after_check_in,36.8064943,10.1451357,2024-03-03 17:00:13.519000+00:00,20.109,0.91,162.05
112,145433623,2024-03-03 16:59:18.116000+00:00,2024-03-03 17:00:53.578000+00:00,after_check_in,36.8069896,10.1334516,2024-03-03 17:00:33.628000+00:00,19.95,1.04,187.96
113,159527259,2024-03-04 09:36:38.653000+00:00,2024-03-04 09:29:16.272000+00:00,before_check_in,36.8557066,10.3183923,2024-03-04 09:29:05.834000+00:00,10.438,0.55,189.79
114,159527259,2024-03-04 09:36:38.653000+00:00,2024-03-04 09:32:50.322000+00:00,before_check_in,36.8486268,10.3194446,2024-03-04 09:32:39.461000+00:00,10.861,0.61,200.71
115,159527259,2024-03-04 09:36:38.653000+00:00,2024-03-04 09:35:55.301000+00:00,before_check_in,36.8653291,10.314885,2024-03-04 09:35:33.314000+00:00,21.987,1.11,182.47
116,159527259,2024-03-04 09:36:38.653000+00:00,2024-03-04 09:36:15.342000+00:00,before_check_in,36.8562316,10.3123609,2024-03-04 09:35:55.301000+00:00,20.041,1.04,186.14
117,159527259,2024-03-04 09:36:38.653000+00:00,2024-03-04 09:39:55.130000+00:00,after_check_in,36.8648975,10.2931423,2024-03-04 09:39:35.103000+00:00,20.027,1.12,201.93
118,166088330,2024-03-04 10:42:53.720000+00:00,2024-03-04 10:41:30.173000+00:00,before_check_in,36.8622454,10.2675707,2024-03-04 10:41:08.383000+00:00,21.79,2.75,455.14
119,161232323,2024-03-05 09:49:41.875000+00:00,2024-03-05 10:15:56.466000+00:00,after_check_in,36.866284,10.1343226,2024-03-05 10:15:35.873000+00:00,20.593,6.32,1105.52
120,161232323,2024-03-05 09:49:41.875000+00:00,2024-03-05 10:19:21.190000+00:00,after_check_in,36.8098843,10.1369532,2024-03-05 10:19:01.262000+00:00,19.928,6.39,1154.32
121,165785024,2024-03-05 10:36:51.981000+00:00,2024-03-05 10:36:46.291000+00:00,before_check_in,36.8614478,10.1640269,2024-03-05 10:36:35.721000+00:00,10.57,5.15,1754.93
122,161055713,2024-03-05 16:42:23.479000+00:00,2024-03-05 17:13:26.033000+00:00,after_check_in,36.890973,10.3145342,2024-03-05 17:13:15.990000+00:00,10.043,0.44,157.8
123,162432157,2024-03-05 17:42:21.359000+00:00,2024-03-05 18:26:49.774000+00:00,after_check_in,36.7411246,10.2256067,2024-03-05 18:26:38.233000+00:00,11.541,2.42,753.58
124,152755288,2024-03-06 16:54:00.509000+00:00,2024-03-06 16:54:00.861000+00:00,after_check_in,36.710323,10.2121997,2024-03-06 16:53:45.632000+00:00,15.229,0.91,214.36
125,152755288,2024-03-06 16:54:00.509000+00:00,2024-03-06 17:08:05.603000+00:00,after_check_in,36.7175645,10.1734373,2024-03-06 17:07:54.159000+00:00,11.444,0.48,151.03
126,152755288,2024-03-06 16:54:00.509000+00:00,2024-03-06 17:17:50.131000+00:00,after_check_in,36.7313148,10.1934242,2024-03-06 17:17:36.805000+00:00,13.326,0.77,209.0
127,165740933,2024-03-07 11:51:34.320000+00:00,2024-03-07 11:43:58.679000+00:00,before_check_in,36.8379168,10.2282964,2024-03-07 11:43:37.686000+00:00,20.993,1.97,337.34
128,165740933,2024-03-07 11:51:34.320000+00:00,2024-03-07 11:47:15.108000+00:00,before_check_in,36.8414892,10.243617,2024-03-07 11:46:56.117000+00:00,18.991,1.15,218.31
129,165740933,2024-03-07 11:51:34.320000+00:00,2024-03-07 11:48:51.647000+00:00,before_check_in,36.8466811,10.2577341,2024-03-07 11:48:31.376000+00:00,20.271,1.01,178.97
130,166190060,2024-03-07 15:36:16.810000+00:00,2024-03-07 16:22:37.166000+00:00,after_check_in,36.8588611,10.1734307,2024-03-07 16:22:24.205000+00:00,12.961,0.77,215.04
131,140283994,2024-03-07 17:47:04.816000+00:00,2024-03-07 17:57:28.768000+00:00,after_check_in,36.8137402,10.1742241,2024-03-07 17:57:17.929000+00:00,10.839,0.47,157.43
132,164365732,2024-03-07 18:41:41.606000+00:00,2024-03-07 19:32:22.242000+00:00,after_check_in,36.865149,10.3172095,2024-03-07 19:32:11.766000+00:00,10.476,0.47,162.08
133,150833902,2024-03-01 07:57:49.583000+00:00,2024-03-01 08:33:31.121000+00:00,after_check_in,36.8500041,10.1921919,2024-03-01 08:33:14.443000+00:00,16.678,1.25,270.83
134,130836893,2024-03-01 10:32:19.824000+00:00,2024-03-01 10:23:49.973000+00:00,before_check_in,36.8568924,10.1888012,2024-03-01 10:23:38.126000+00:00,11.847,0.59,178.43
135,130836893,2024-03-01 10:32:19.824000+00:00,2024-03-01 10:25:55.563000+00:00,before_check_in,36.8569087,10.1888549,2024-03-01 10:25:44.137000+00:00,11.426,0.59,185.86
136,130836893,2024-03-01 10:32:19.824000+00:00,2024-03-01 10:30:37.122000+00:00,before_check_in,36.8527882,10.1846828,2024-03-01 10:30:26.997000+00:00,10.125,0.58,207.92
137,130836893,2024-03-01 10:32:19.824000+00:00,2024-03-01 10:31:11.646000+00:00,before_check_in,36.8568979,10.1888139,2024-03-01 10:30:58.253000+00:00,13.393,0.59,157.97
138,130836893,2024-03-01 10:32:19.824000+00:00,2024-03-01 10:32:12.144000+00:00,before_check_in,36.8569881,10.188766,2024-03-01 10:32:01.967000+00:00,10.177,0.59,209.34
139,162011054,2024-03-01 10:39:38.711000+00:00,2024-03-01 10:39:31.171000+00:00,before_check_in,36.8577201,10.1611367,2024-03-01 10:39:17.505000+00:00,13.666,5.56,1464.82
140,160804669,2024-03-01 11:42:27.089000+00:00,2024-03-01 12:04:45.227000+00:00,after_check_in,36.8109823,10.1862892,2024-03-01 12:04:26.223000+00:00,19.004,0.83,156.77
141,161766344,2024-03-01 13:45:54.463000+00:00,2024-03-01 14:25:37.118000+00:00,after_check_in,36.8720152,10.2995959,2024-03-01 14:25:17.826000+00:00,19.292,2.59,482.4
142,122746101,2024-03-02 08:43:40.192000+00:00,2024-03-02 08:33:50.758000+00:00,before_check_in,36.8475871,10.0973944,2024-03-02 08:33:50.758000+00:00,0.0,0.31,inf
143,122746101,2024-03-02 08:43:40.192000+00:00,2024-03-02 09:41:47.391000+00:00,after_check_in,36.8584588,10.186429,2024-03-02 09:41:34.159000+00:00,13.232,1.42,385.45
